parent_income,assets,family_size,student_earnings,high_school_gpa,college_savings,loan_debt,extracurriculars,volunteer_hours,aid_amount
149861,170486,9,5647,3.139097750338218,40721,32167,5,145,9530
138128,168604,6,4834,3.2101168154271456,29118,48467,5,179,43683
141444,149706,3,27516,3.6084428911672775,84753,49515,8,388,43241
170811,20745,3,13377,2.394833753541832,51226,11254,5,44,11939
63128,116912,1,15266,2.6599342402873,88060,48449,2,312,16507
112780,199443,5,29127,2.998790159495399,25410,1390,9,219,49921
67692,91386,2,5962,2.3292902315206074,91865,31704,0,174,17130
60287,88622,5,29055,2.2381451847148024,42263,16794,9,223,36487
158008,188841,6,16517,2.738514326188077,5359,5453,0,177,12509
23521,153937,9,15663,3.912546097719714,4,17457,4,393,7207
82791,137118,2,19183,3.874606083397947,65203,48077,7,123,34879
31130,83366,9,9668,2.509427872789769,58684,48244,4,176,48971
44713,122820,8,17445,2.41061542211534,75755,49289,1,258,22718
149388,186109,7,3236,2.050456678704499,76594,41378,7,489,20912
185960,147957,2,20975,2.3972255592861726,32543,47428,6,466,42393
177954,106391,9,5350,2.500482626562631,22562,28283,4,470,40653
48591,177934,1,8312,2.0701807621247212,42742,21384,6,327,19733
197152,136114,4,28509,3.0069199215934757,89719,18410,1,104,9440
165958,17891,4,21790,3.1896411726896057,83564,43634,3,473,4293
181803,15786,3,16672,2.5387496465695816,74208,14039,8,335,20982
156613,92100,4,19121,2.642290480347233,57260,27923,2,88,32701
83201,150868,2,6048,3.398003787771713,44485,29224,1,331,4910
94226,74567,5,16440,2.250261465031349,45706,47803,0,470,17132
152486,39527,4,8134,3.5337315523314192,63697,42517,3,497,21275
163886,122516,4,10032,3.4508320226632554,23390,11259,2,169,12479
120545,17577,2,20317,2.595018976983316,99691,31422,1,14,32812
31410,61176,9,4122,2.329569675728176,11957,22582,8,256,46907
39875,107214,9,6210,3.9914392019952007,15482,27052,8,98,45937
67113,155512,8,2526,2.320495956919416,68941,16432,4,323,44009
181427,91423,5,11358,2.353992544459753,87379,45277,7,362,29530
116887,137258,3,24104,2.3062270745220235,24042,21635,3,469,11292
68854,48305,6,13750,3.811359141841022,84192,48098,5,336,8064
44139,3703,8,24671,3.0277916841316235,86480,11015,6,256,25404
126060,49549,9,15987,2.917186141356901,76139,41995,6,385,34148
111175,126954,9,5307,3.62729862314042,78747,43432,6,350,2127
175020,148639,6,20181,2.0746333613156303,8146,38845,3,183,47022
116803,127555,2,2603,2.9551754478376457,33671,16597,5,153,26448
183660,117202,7,23558,2.603778373776062,42667,11402,8,358,29464
118963,90531,2,27056,2.3784283284439933,56547,9379,9,327,35881
148299,11343,7,2401,2.5133895298527187,75416,41866,2,450,1139
137605,193576,3,12632,3.1694298390407,32238,24046,3,281,24831
31861,164968,9,17467,3.6784172601609786,37886,37872,3,30,23647
66485,36917,9,7693,2.9944097735217623,17120,20026,2,60,13697
130223,114806,5,17082,3.0794489065089112,16998,2514,4,469,26767
63543,173059,5,10319,3.736650957349684,2289,31362,8,354,2152
43350,8795,6,25431,3.9344731496031136,9887,43683,1,457,34162
74894,37229,1,7267,3.2429277471179,20743,36985,3,133,22681
40794,75531,8,13011,3.787014884874621,37850,8521,4,177,2947
134806,46593,1,5198,3.0435829044979115,64150,18847,0,8,42320
170491,16301,4,29886,2.4406050141348303,31728,5781,6,331,12530
137649,23769,2,17954,2.306614527933222,54535,33925,1,420,43319
134082,163129,9,20644,3.8430827157309135,46509,118,6,332,28418
189939,147025,9,26707,3.621187834522825,2299,3521,4,287,29522
110786,114853,2,6076,2.1085704428238037,16331,1446,5,394,19605
153505,59761,7,28204,2.2903128555129757,49960,12048,0,223,27817
39559,71414,5,19621,3.16968958229496,55777,6568,4,209,25003
80935,102024,7,9978,2.000809855756682,45935,6122,4,201,11970
166007,96836,3,4973,2.4067515286574137,77684,38825,5,448,38063
182748,9513,1,27542,3.4567625338183943,9182,16001,3,63,11122
142998,82576,4,10761,2.783323184115169,49548,29083,3,28,38368
57810,93569,3,15292,3.632898772263469,67394,8683,4,50,40095
189109,129721,6,12181,3.730902200459086,27904,13448,5,202,4405
118737,131166,7,2185,3.7767892001958927,36494,3383,9,157,5225
68270,180095,8,1090,2.3130110859580757,37950,9275,1,399,40275
58974,95844,6,13746,3.163092590448523,68434,10916,4,201,8903
100337,158914,8,15200,3.361277991468237,92493,48309,6,40,4894
118074,29876,8,28614,3.0838998690644406,50001,42364,9,302,14733
178232,67822,6,18695,3.0159060224374734,59092,17629,2,485,21528
86247,150790,5,1175,3.881173533806254,87993,22598,9,283,49032
24725,66178,4,2090,2.198539496053371,68117,2246,3,109,35735
87751,79612,8,24545,3.094568847788868,56915,6428,3,347,36548
161330,186712,4,5838,2.588656043185637,66089,45942,9,4,6484
191756,49668,5,2264,3.6321562068887028,97112,19142,2,471,35277
149350,92364,3,16160,2.146054002717913,54710,8202,5,312,39681
182641,53940,7,6503,3.0904207532366454,96580,38171,4,391,15845
55580,13859,4,27660,2.9298158345379375,60705,28241,6,258,33180
194403,5203,6,15255,3.296932705830625,85068,48963,6,399,1429
194540,133906,9,29766,3.7400390908792414,20649,6992,1,445,43664
144823,191643,5,13081,2.547175931542179,64390,12548,6,45,38212
142550,117252,8,15609,3.3095676272171066,65733,32737,5,231,9451
119895,24791,5,24319,2.0321460658430066,85216,35544,2,449,17889
51289,17543,2,17723,3.163441245878606,90757,15061,8,378,2223
136546,121508,5,16606,2.752876483728908,54429,22118,7,188,26200
27021,129424,7,28132,2.15770853722202,88425,43510,8,345,25691
44955,84674,2,24690,2.0633724472436725,10854,13343,1,174,32476
127791,111394,5,736,3.898240383510717,34166,49093,1,381,26469
21888,56834,9,18506,2.2749796736375028,39888,37466,0,335,35106
85938,143104,1,2833,3.5154042915526373,74275,30158,8,270,26018
101652,151135,3,28686,3.3419252817214917,10835,11967,6,132,31542
101490,113815,5,6429,3.5966932386452877,80755,45703,1,415,13174
29724,150067,3,11687,2.075231390253598,28169,9274,2,56,16656
38636,70385,9,23287,2.96042426468226,18682,42210,1,250,19233
186988,31628,1,9047,3.442427517191036,93165,31394,2,450,23592
43558,80081,6,29455,2.637450466941176,64631,22774,7,277,23026
35963,162512,6,7874,3.3651898537538596,2900,20402,5,48,25564
27555,152252,5,11136,3.2407726941350763,26406,34587,9,5,16731
128958,82624,4,3407,3.7155854380897875,35459,9927,2,88,19310
119980,177661,1,13027,3.76723670197103,33428,12569,4,58,42715
126997,58895,9,9626,3.689401934325042,48707,5935,5,454,28790
140156,45174,1,6721,2.193697606251292,13085,33343,1,188,40791
189869,66060,2,2442,3.8306770257369966,13654,11001,8,113,5460
77034,145824,3,25625,2.3185878282048216,23085,3566,6,38,16800
136759,185676,1,10258,2.520447205240038,63831,43351,7,33,19941
24610,174842,8,9726,3.245730925184608,65515,12714,6,450,46617
183997,53117,2,673,2.179271590194089,26482,14289,6,142,45619
86204,196525,5,292,2.986551990348004,54132,5649,3,181,16520
90757,21255,9,18227,2.2270222004731286,82060,24878,2,281,20411
128665,93130,9,18055,2.0200957556342276,54416,11787,0,113,32363
131354,134722,8,21093,2.790882144880621,23111,10409,8,28,34521
196741,117719,3,7076,2.8912334409019467,52312,2110,6,343,48336
44682,80277,1,22645,3.830531486988508,1900,20906,7,220,30867
125102,125041,7,11793,2.805173976486148,13617,5667,7,250,9140
175671,66981,3,26169,2.9394807745684854,95551,42921,9,477,40155
179662,77019,4,13481,3.5117675229110983,94451,2889,4,6,32697
112145,48794,4,29199,3.383239035079403,97427,4387,8,471,19962
37636,123695,8,24602,3.874612582653178,73799,13725,3,218,31795
86947,185660,4,23625,2.00458737257742,20870,22680,5,196,9919
112096,135605,1,16726,3.5217686718286876,87831,18559,6,496,10817
72036,49288,1,28577,3.7003544462432783,55800,41706,9,282,5835
100285,142152,1,4230,3.714185466309872,98144,11101,5,275,47655
172981,163809,8,2903,2.976894750310473,84702,31026,6,399,14538
43661,156175,1,1818,3.5507703105669783,52094,33740,9,75,10378
125747,151497,8,5957,3.9664350303510525,44379,33281,3,239,7683
95313,43783,5,5821,2.4667385304983176,1097,713,1,396,20203
196387,35945,1,4019,2.518692086771863,71693,29399,1,202,48018
36715,187019,1,18760,3.2118775382609717,22655,49410,0,456,48761
21642,160327,6,21624,2.2506356864613517,93161,45689,7,182,1790
108868,97840,5,13669,2.5279345077762048,4402,9042,2,340,31576
28110,137619,1,28489,3.780226151457982,66066,29946,5,224,35493
50645,151994,3,23823,2.8352918743716655,21275,36319,6,456,16144
157262,33362,8,2641,2.166677319306211,75493,38448,1,226,17351
29373,68604,4,19212,2.402599667710226,89831,18901,3,174,5997
102991,41653,8,15832,3.2430794646941092,61278,26704,5,288,25196
38401,122797,7,7427,3.0338473636130607,87284,32844,1,434,22203
61658,166427,9,27922,3.9174343759195027,76870,21190,6,444,12454
144628,115098,4,2941,2.1894693690062335,23486,48393,9,97,32488
196197,179001,3,8691,2.217766590598162,48918,42519,4,289,8629
64651,137208,6,28254,2.4132996175721884,94262,27906,4,178,24709
107748,164702,3,25060,3.1376202766059285,18223,31392,9,87,44578
86680,11304,9,29480,2.5780515149030894,67263,22847,5,288,33794
134805,99711,1,18254,3.869258143157648,61488,25926,4,412,15376
36739,174889,1,24258,3.9816997989065337,95868,16325,8,332,39925
60856,80892,9,6328,3.004576770527935,62140,25744,8,479,12692
159901,9548,9,14785,3.049157209964699,93934,22412,3,246,23089
28229,75492,2,22443,2.0077144186639395,4089,49384,0,490,12031
74005,196265,6,8336,2.484998733076009,5505,46880,7,495,14385
71049,73215,9,18368,2.130080101921073,72403,33254,2,305,27750
92020,24710,4,13832,3.661826276895361,40932,13224,5,241,11205
72854,20724,5,2560,2.2235345723799176,84027,7492,4,346,22948
105309,135480,3,24816,3.401036995884313,35826,48195,3,240,40470
148135,177598,7,3714,2.2184321041489903,54688,34250,7,277,33495
171052,171927,7,24579,3.160550893501007,32155,29878,7,354,30964
152710,186014,7,23711,3.558183800238309,47644,26179,8,184,5839
166017,89601,3,736,2.3534054278214214,42112,47093,3,338,22846
188399,86536,4,22517,2.1904161574583876,4232,18933,7,108,5543
138420,103934,4,13628,2.752351284807621,43533,1789,0,447,30563
135856,5844,6,9590,3.156990430117184,42019,26644,0,150,6715
129962,68539,1,7832,3.7899401981311986,77180,49965,7,372,42873
120184,110184,8,11131,2.5412235706682136,51698,22724,6,84,46200
164664,14793,4,18277,3.8976491671625113,48124,1723,9,162,2942
124975,126227,5,3534,2.6815495522403063,94483,10463,2,119,19155
194063,36136,1,8913,2.43614476303408,55087,41935,0,61,16212
185347,20831,7,3479,2.584264485955325,58962,42527,3,261,7527
29225,36181,1,20869,3.492836030575769,32816,41200,2,186,30869
29369,120154,2,21935,3.3603265359298944,4527,35859,0,34,37836
186265,189917,4,21102,2.81412194448469,48339,46130,2,128,22315
123079,152146,5,27581,3.1515250222807536,1376,3401,7,30,42016
114093,172209,9,14086,2.773812449044127,40380,22769,4,462,46585
79933,82128,1,27058,2.8427858542807085,26203,49133,5,248,19398
198334,52622,5,12582,3.7264018347683177,89300,44514,3,85,46736
51856,164847,8,11423,2.7240768896028507,70494,16928,2,414,21970
142221,51938,9,20743,3.361543480032731,37149,36611,7,386,47397
28191,45183,5,20098,2.9554907084760584,84073,894,3,442,20744
79720,27284,5,10355,3.116970394813044,58707,33323,5,67,1634
182351,87535,7,22846,2.0284748285668814,95603,43444,2,484,45117
189764,83355,9,20267,2.6193789519835065,66150,30868,0,222,37896
63276,144100,2,3022,3.9652207603715164,81924,47374,8,436,29034
108863,53294,3,28723,2.2749674450735053,39062,27754,9,31,47378
99591,6874,9,21053,2.105262609055374,39326,15694,7,169,16475
149697,10027,2,9170,3.3422487615288166,1061,32284,2,449,35579
73351,33694,7,8185,2.3084884136160992,8645,25940,4,289,1923
77086,15145,3,9445,2.7921761218960643,57995,6340,9,288,43322
102560,184554,8,13542,3.317888734126731,61125,420,9,212,37743
47567,6934,1,13828,3.728855490007604,14235,12633,7,224,1123
47206,116055,9,7671,2.961492013192742,52805,25264,6,329,46932
180380,87600,9,16888,2.541140187398487,62502,37823,1,112,24276
40676,163393,3,20038,3.0359711734235777,20396,18643,3,74,39792
56521,154678,9,8168,3.9397412582756575,72842,36017,7,162,46440
160416,121379,3,14205,2.7321613317324496,56237,33342,2,467,17493
161429,150866,8,24672,2.1891004850572706,71175,18291,7,5,29569
195873,119816,8,380,3.941540319905713,89472,13629,7,30,23639
32524,156539,3,25636,3.516297258410779,27520,24910,1,461,36767
167469,2830,3,7264,2.8378758176405925,61748,26386,2,363,41294
77969,113633,8,25068,3.0872792123855666,48093,45583,7,168,41706
162731,139028,7,23936,2.725822771761325,42008,29997,3,377,21492
55463,63587,4,3355,2.1204461943807686,10615,44574,3,302,10884
105194,179978,2,26245,3.136703770289886,59829,18264,7,271,19635
93265,67339,3,9530,2.2348100639557655,54851,33100,1,36,16983
159739,124856,3,11171,2.5755631724083345,75773,10605,0,28,22536
139442,92938,6,17566,2.9539439244880863,60387,31168,3,288,6867
100384,68244,1,3190,3.9472677044165803,73526,32688,4,230,2099
187131,104427,2,15561,2.0777750033036817,28313,8380,1,87,29927
156218,199567,7,5324,2.1642468113228785,89186,43216,1,259,45793
98776,151058,7,21601,2.049054306992152,70852,9810,6,197,8205
166962,57012,4,20266,2.0524305694584006,13573,13573,5,406,11744
79512,38438,2,29089,2.5757369896032114,94278,29543,9,436,23670
98670,172780,1,15372,3.2103139790307207,74377,11250,7,82,8741
195045,191772,1,2451,3.523667837683451,75449,33052,0,263,27210
31972,129985,2,24989,3.9279332571702463,1267,8996,9,381,49004
124615,4716,8,29661,2.1091578736854837,57506,29316,0,181,17337
29058,106552,8,17615,2.490816529810594,14204,43021,0,265,16081
95119,176355,9,16933,2.632895649654844,74078,31500,4,295,46147
195535,100737,9,29798,3.7548395126272682,78857,32955,2,265,33757
50711,198309,4,28969,2.1491276603257026,98597,45960,3,285,38217
43395,193812,2,3747,3.139084089918503,80304,34651,0,313,44615
65724,36835,8,8319,3.631609172914045,56931,34632,2,94,1288
43699,126635,5,10482,3.620079680630406,58177,1504,8,84,9878
72765,163336,3,27660,3.9040615073690126,84915,26649,0,127,34444
39101,161119,1,19681,3.188235369431359,28431,11378,4,48,13513
116160,10495,9,27445,3.58582229037646,92114,22887,3,336,29325
37005,64216,9,11974,2.6132962869291596,14908,3048,1,130,6386
20127,182131,1,3363,3.0174078638788187,42936,43802,7,499,24431
152893,71716,4,10077,3.216398142924648,3688,12719,8,398,12223
175858,192331,5,23350,3.2129858459663687,88329,96,6,334,4941
168290,154977,3,20697,2.194270429452094,4389,45835,9,440,22837
139525,16011,9,27562,3.2307950567354435,23703,47068,6,328,16783
67733,195693,9,9840,2.5670925498543853,96294,36274,8,452,46310
47396,157337,1,6373,2.793551503104762,5837,39924,3,484,23642
152932,114250,3,12026,3.1282056041689685,45280,31315,2,388,25421
124416,167713,3,28855,3.649436572597763,67168,8148,7,136,42312
75475,158884,4,19636,3.3215194341277043,72390,5972,5,16,2094
104681,166569,5,27824,3.7441257863781017,60599,21590,7,329,36469
128638,51025,3,7635,3.8941095848793195,79313,29064,5,357,31281
115146,14755,6,18348,3.9631685481957715,94207,13421,9,313,24379
110095,146437,8,9947,3.9973015310395423,82165,44962,7,93,43968
58455,6598,6,10031,3.0742309423401966,96171,30689,5,181,23676
106206,65117,1,3881,2.841159694933435,88625,24740,7,219,27772
183045,20005,5,5779,2.690711308967511,7056,32207,6,59,5852
152777,60686,7,1815,3.0997532054384145,59105,17093,1,94,40801
171101,5117,7,26753,2.5004913860049562,15232,14364,2,102,15692
167903,112754,1,22852,3.8999809971321424,55549,34460,4,328,36542
93146,66485,5,20277,2.175903371821401,58823,25918,9,335,16984
131840,99921,1,7898,2.579477546184787,59876,19814,4,427,20854
27001,164801,6,11990,3.232460589182499,61954,17634,2,382,15896
163695,114189,1,28806,2.069148741670581,13717,39964,1,123,27708
97868,72076,3,979,3.8378192416671513,35056,26041,2,331,23971
189337,146801,4,17430,3.623145336830175,90128,46247,8,421,5404
33357,97210,8,15745,2.771991408561116,41707,14690,2,442,3625
152717,119774,4,22420,2.9378873972743893,51055,34567,5,301,3062
198845,163425,9,1027,3.103299113554697,81358,42221,2,381,11542
155148,151540,4,10807,2.4627517243467567,30163,38393,9,92,2312
69615,58380,1,24810,2.9352283532273784,70820,19725,3,253,42867
63077,106173,3,15182,2.8481304716381186,57647,8454,0,150,37353
194835,99916,5,6743,3.7121875487708835,18069,33895,8,225,40129
61408,126132,4,6925,2.8845551517536556,94716,10467,8,225,12553
30090,104669,4,9313,2.523419601325918,21151,17853,3,474,40121
79902,107456,3,1114,2.435554772396528,50864,21284,2,98,45274
84821,91618,4,20715,2.017108155426526,28978,31961,3,10,44556
93717,103850,7,23675,2.2702759158828236,86968,30838,7,435,12824
89092,18789,5,8408,3.7417175301147947,46134,41625,8,112,8694
74401,110370,4,29168,3.6009027451950093,54369,32880,8,165,32457
105118,45169,1,19775,3.804026511726783,14715,49875,1,192,20480
32216,129004,1,14699,2.8761770285988524,45271,24101,3,489,23076
103325,49191,9,14233,2.507109439112643,12680,20363,6,437,32356
65853,124016,5,24910,2.378659819520262,48030,47858,7,315,36380
103010,110624,6,15329,3.2102398819667535,55450,6617,0,231,49922
113763,7027,3,4661,2.599566122253621,46330,14909,9,38,24535
58128,109015,8,22862,2.102147956090218,33786,43158,9,180,39595
49034,198452,5,11148,2.1090460858396987,10625,13591,4,7,25496
183211,16597,9,17543,3.415099342459089,66464,26712,7,485,25532
99750,38384,9,18635,2.7387111370634853,99592,27860,5,82,17360
137939,190407,8,22471,3.611969800418006,6068,45223,6,469,6557
166640,199149,2,13930,3.520833384273942,42347,26141,3,301,37815
93722,79872,6,9135,2.148890317509073,92066,21505,6,205,5156
31383,158931,6,11846,3.5523172158371965,65572,5494,1,228,44156
26868,8361,1,23711,3.059466018378425,72813,30238,1,64,16800
37142,84162,1,26307,2.9713101442525023,68286,16116,4,15,3672
141732,157589,6,29990,3.6893794457184383,46366,18724,8,369,34577
48806,98017,5,19116,3.4745675204250714,94641,16436,5,96,13751
75737,65107,6,17353,3.476762016000391,64235,16374,2,215,34322
147403,67344,4,1734,2.1225634913928495,90488,36652,0,113,1653
81253,109148,5,6227,2.20254064147707,141,14061,0,278,25064
68194,28728,3,27047,3.624234534236436,15192,5991,1,288,2476
47398,22483,2,16067,3.248581462116821,21616,31163,3,454,2793
146303,17716,3,1708,2.259116659154666,88428,25956,3,26,39700
81018,7271,2,14161,2.868424833047775,73521,39618,5,24,34859
62934,34420,2,13195,3.974716702953087,60554,16500,3,394,1196
69993,199150,1,4418,3.125496938494046,75322,36399,1,498,42474
78393,191271,9,29663,2.172945916018033,27414,7902,0,186,43901
80536,170088,1,29312,2.969713952271918,67282,46279,0,368,32570
197384,136421,7,9723,2.190113020876314,20080,49522,6,105,8732
83041,139304,9,29906,3.7925309862414167,23364,4414,4,393,12750
100499,77487,8,10262,3.4259147348140884,70647,48362,0,23,43115
93081,118824,9,23300,2.6830861392239838,80423,22092,6,303,19580
100445,197736,7,27911,2.7510610984760113,83033,42472,1,230,49162
35994,52376,9,6192,3.174486335248102,88314,20034,3,469,2104
69701,175275,3,9465,3.7258442381595396,81581,46030,4,17,21651
91397,93309,2,29670,2.0593581368152627,85062,23611,3,244,22738
33404,190307,8,17344,3.9976553137216975,21033,44139,2,392,44972
154685,92232,4,20783,2.201042124065908,60433,2050,7,395,19545
87180,178580,1,8504,2.758373017112532,65650,46029,3,193,31669
143952,46784,7,25967,3.521781535585678,23759,23707,8,479,18251
133442,178307,5,282,3.271082150569403,69544,32058,1,240,46802
31906,129623,3,14080,3.194903432295578,91164,16018,0,386,17975
181300,183094,8,3570,2.01379600843432,37974,33126,5,231,28698
86227,76490,1,10863,3.9499903096359166,6350,24862,6,20,15522
79149,83462,3,5335,3.0787778877845167,98249,32378,3,109,6821
157686,82401,1,9354,3.9114160496822836,39376,20792,8,346,17885
50115,124615,6,12536,2.7574920029323193,20642,7530,9,161,23812
132652,150823,8,6681,2.1041219284055375,13081,13889,6,28,26290
48109,39885,3,29180,2.056547074467853,9504,44431,2,169,11857
62279,153132,1,19287,2.302641728924998,47802,38238,4,212,29084
152378,165976,5,7019,2.3629390679087083,81292,1182,5,155,3258
155722,51626,8,26348,2.442912950097215,76357,35180,1,253,16289
126891,81355,1,21650,2.067848807827473,34482,415,5,171,19395
184627,57215,9,2369,2.0320436203174737,97976,25261,6,39,46712
53812,158099,5,12543,2.2365143726503196,74802,13837,7,199,9943
89822,102897,2,4852,3.2559877097316914,14358,33199,0,296,9713
105418,151643,2,3883,3.8045352590665473,35966,29490,5,340,22949
51713,177393,6,29214,2.921869776102645,75086,28678,0,173,48187
174955,2595,2,7472,2.0342415418512108,91505,9255,6,11,3934
27584,189995,4,8952,2.339725171389805,5168,42162,6,334,31011
191809,11675,8,10106,3.5797293942831265,69069,46329,8,91,39479
29953,196287,7,20013,2.4187651577354847,2850,27607,1,207,14429
160699,42136,7,7217,2.174059647282074,87135,37930,0,317,27911
93086,100942,7,65,2.0500184317473,96336,14774,1,484,14837
74639,106014,4,759,3.417438604596029,20626,49656,8,167,1925
192121,185410,7,19875,3.8014658305886657,2895,17568,7,437,42628
169136,152534,3,26803,3.0967594204223117,78821,49964,2,467,27354
50389,104523,9,21059,3.0196323398377816,32104,31293,3,101,6728
160593,154929,3,18803,3.1809194704424772,45296,5447,2,22,31869
189224,116916,4,27976,2.813737295236442,81083,19710,0,454,43423
62015,127265,4,10053,3.597722015789622,71639,40021,1,393,25273
101233,72985,5,5890,2.5630365901014156,39055,19359,3,4,29850
192380,111080,2,2399,3.133155285379932,26887,43536,3,26,2826
60462,65500,4,10149,2.797716338689284,98313,33893,3,454,38649
54538,30741,6,1894,3.1816052419938607,75693,1719,2,429,22207
25498,83812,3,9996,3.719681958582126,83353,5508,2,412,18124
61275,158769,7,24716,3.434822701569924,22488,44216,5,296,4870
138350,146852,5,10392,2.436810926163677,37261,7387,9,310,5797
89194,39151,7,27140,2.64485587684603,96576,39103,1,114,15042
40884,174217,6,834,2.7480750830712948,31162,26582,2,307,13698
78242,120239,7,26357,3.3210221380556977,8086,48435,1,125,46884
170047,111871,2,2389,2.5837787239346053,40789,4277,0,365,11926
190582,88113,7,29287,3.1159082935784257,91478,44248,3,61,1834
97410,69433,8,20740,3.1588471653275803,71445,16069,3,234,30695
115906,116354,2,5396,2.1485412376284496,27565,24963,1,190,42532
97453,62744,1,27086,2.647818077160732,31652,2769,6,279,16874
39321,90437,5,5003,2.1945487682404297,92815,2763,7,304,18438
110363,53042,1,3188,3.505922594539446,59620,48242,6,351,8067
174231,175182,3,19214,2.731730382359245,14033,542,1,166,48139
188111,145718,7,7793,3.9695557160037014,2245,13023,5,410,18369
185457,6582,7,4177,2.9127168259488485,4179,16119,5,290,39656
79153,34586,7,9647,2.234094329696957,56525,26488,9,6,36096
101124,158838,1,10940,2.0304021298802484,46851,2027,2,191,39507
36737,132146,2,11340,2.51080236130373,46438,49175,8,477,9618
146383,98063,7,23227,2.622815111820196,73177,20110,6,343,48309
20874,199475,3,21450,3.91199095298379,43861,23477,5,11,19160
85284,62562,9,19967,3.5722098612052253,22601,3985,0,6,49487
173707,157998,1,1679,3.0150020206633785,98813,45790,5,313,24124
141546,183679,8,11510,3.679418674843512,29451,22509,0,319,36190
178935,160132,8,14469,2.822779391070732,98704,43147,1,168,49007
104833,106664,4,27699,3.0582964715676884,45691,4640,7,137,25352
172629,128529,6,27191,2.642253872537095,9132,22616,7,289,36570
77382,74256,2,8704,2.099349865520278,22092,10670,3,349,48105
100186,158495,2,9671,2.0814580412139985,20283,25777,8,224,36523
76747,97912,7,26037,2.2857357824481874,97185,34883,2,356,46253
165509,139482,8,29879,2.5748415777286944,99256,7042,0,195,5023
23762,61873,3,12526,2.4602906517331165,47243,34633,0,267,21174
188709,57261,6,20095,3.437316602719533,59800,22365,3,31,39651
157095,28329,5,23285,3.344205204759348,78054,33889,9,314,25325
127029,160709,8,5445,2.7338024464721835,27772,40119,5,132,4543
109076,57868,3,26994,2.686375917459359,78407,45336,5,284,44061
112686,6657,2,6986,3.3464554724795885,64217,40698,3,200,14245
64075,78961,2,5251,2.626562795370901,4115,29933,4,449,46323
122450,48381,1,18878,2.9020643760817206,14893,47090,5,440,49192
98283,45277,2,12788,3.8770216340815042,10611,7061,3,36,18461
168522,37058,7,16299,2.2096081488487442,32589,210,7,231,47694
52123,145881,8,18441,3.5008688921239335,10645,22526,0,453,22850
65131,141958,6,13988,2.7216029527246945,57878,23817,2,33,4593
116655,137823,7,10790,3.6130220230426753,70017,13314,7,164,41856
60063,158003,3,12129,2.4658175433387637,40017,16048,2,177,12457
136575,71782,5,19945,2.3066974950549173,74817,8840,7,335,7297
47647,55709,7,20743,3.257008602772382,62310,5616,1,2,11238
185254,5293,4,25902,2.897967472045964,79745,40504,0,457,25314
22402,119609,8,16789,2.6086657939238425,51708,21436,4,385,4387
22295,22630,2,27919,3.0862050051401866,46874,5232,0,353,15454
174172,155652,1,20314,3.4097477415757522,66237,47616,0,270,12276
106926,22984,7,8396,3.330947606413788,35306,21434,6,411,36652
105098,159581,7,29338,3.1330635949316923,64584,1675,4,490,34006
126240,111498,5,26288,3.130799610641432,38772,13146,4,276,9677
188640,82578,8,64,2.904152458553797,46218,39042,7,110,11338
178805,18318,1,13563,2.799082928797854,55627,14762,5,49,41303
130775,147989,5,8124,2.042506973370012,85864,14799,5,197,41499
80342,31372,9,685,3.1698447876461078,59120,23890,9,352,17661
146730,32753,5,12457,2.688868110688536,2108,32572,3,332,24502
81641,26257,1,15660,2.4615730733184185,84335,28935,2,432,12685
44540,106603,3,18812,3.2103944867455585,82995,33405,4,203,38931
64029,101212,2,2441,3.5067444983919906,63888,32857,4,474,46037
38269,10917,2,4060,3.3505871000995455,47890,21708,5,72,33141
144542,53447,8,4053,3.618296040588654,69160,37086,8,79,9707
145842,199614,9,21849,3.13148058550801,80603,44847,0,185,41709
184984,76432,5,18727,3.1190347465437958,28752,11933,6,367,2856
44121,43277,2,23949,2.475420773527204,11471,1965,8,82,1280
33913,88656,3,8874,2.9028440694292845,25027,28352,3,357,10780
175812,159634,3,21655,2.8112577652933464,24,28260,3,68,18321
182986,79880,6,12319,2.6860821961423915,11275,46975,6,359,40243
28019,36523,9,10550,2.3953220286292534,45031,37084,6,26,22161
101094,86121,6,13050,3.7444863332344935,4402,37110,3,493,43141
104197,74161,6,18066,2.0346637334763953,90444,22035,4,419,30368
32546,31686,7,27847,3.896793858068813,54964,22889,5,192,18962
132296,20050,3,20657,2.2689120885873937,441,30477,6,444,14668
193128,107033,6,17807,3.4788884640049718,31224,3376,9,475,15032
156462,98583,4,10737,3.459425439671554,82274,1449,4,259,9974
103148,46297,9,8831,3.8833728672229975,3836,37045,0,303,36294
77603,163285,5,11688,2.6403624001652193,12892,38068,1,161,1260
95350,153387,8,1395,2.5357195971013966,43393,20083,6,479,45893
74479,17787,6,18281,2.622213685784132,58729,42285,7,309,31753
94989,72979,8,8898,3.2096638329089493,19354,38426,4,237,1758
40893,88032,4,13268,3.9133791336905674,86195,49064,7,288,47060
24243,56294,7,14598,3.0635475519000392,66174,14692,6,118,26477
87886,13135,5,17477,3.5591238821865883,91146,47204,4,322,45870
154161,96935,8,15927,2.7464864031761462,19550,41737,6,406,11476
73043,157033,7,6506,3.6191824534486807,6164,213,3,354,21071
188705,44589,3,1346,2.522129462727361,9520,9788,1,3,42899
99784,17365,2,5707,2.8759372243816372,81678,42486,7,324,26676
87210,178796,1,3900,2.419294129979048,40147,36845,5,337,43927
128271,100665,9,8696,2.4360093857310403,83326,29639,2,409,39371
55740,41964,9,23507,3.1660957319806373,44333,8557,2,34,37057
